source_id,relative_path,filename,extension,media_type,size_bytes,sha256,role,readability_status,extraction_status,probable_title,probable_author,language,duplicate_group,issue_codes,notes
SRC-6f66e950b13bc8a2,final/tarbiat-morabi/episode-09.md,episode-09.md,.md,text/markdown,6823,0c7d70c2a920fdd381ebe9b7af09f739fce48c0b68da56b20d7662dae415423d,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-c121d3ea5d5be24f,final/tarbiat-morabi/episode-10.md,episode-10.md,.md,text/markdown,16374,a89546575c784cfac17ca00f7882d5779a2716265fed7ccbf9298ef239a5f3e7,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-943524443e3713b0,final/tarbiat-morabi/episode-11.md,episode-11.md,.md,text/markdown,8023,26fce7c6d5ac9d7acb44cb3d8d2356acfc52a6959d9f43b706d29f550f38b437,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-867bd90b2a90c5f1,final/tarbiat-morabi/episode-12.md,episode-12.md,.md,text/markdown,27040,01ff21ce0f23d835d1cd0e0babc401593a9826bec645ad485b923d99d64b6734,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-f62d63c6524fed44,final/tarbiat-morabi/episode-13.md,episode-13.md,.md,text/markdown,8275,80b6648019d91cc3483550b0138f575a210d8d550fadf79fb38b541fb7757451,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-dbeb80dbefae9f40,final/tarbiat-morabi/episode-14.md,episode-14.md,.md,text/markdown,22060,4d7516ea03944120bab944d573cfdadada931da3f3df8858e606f057b7841d5e,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-d556ebbfe190a507,final/uni-tehran/episode-01.md,episode-01.md,.md,text/markdown,21691,ed29f465e17d468b2478589622c533099e49a0d944d6a080f70348105f818d41,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-7bf6e7b9dd1e46f7,final/uni-tehran/episode-02.md,episode-02.md,.md,text/markdown,24395,03364e6b5db6d67aef4e90761eedb6773ea2c0b34ed4b3b00489e1d99fb6bfd0,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-8235493cc98dca25,final/uni-tehran/episode-03.md,episode-03.md,.md,text/markdown,23259,44db6c27e463266fe8e32b3a624f0ed9dfe6e7c04a39de273b98cfc314c436fa,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-6b12111510edbe44,final/uni-tehran/episode-04.md,episode-04.md,.md,text/markdown,27712,0390daf29960bf88229710d1925bbf5c9fa87924f8d6f3c3a4c244ce158557a5,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-61c627e405d10c42,final/uni-tehran/episode-05.md,episode-05.md,.md,text/markdown,30274,4e758888873bfbf966210773760ffb5153c5773aebaf8325efd88d2dfe569030,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-1418b3e37bc4004b,final/uni-tehran/episode-06.md,episode-06.md,.md,text/markdown,18353,79d5ded3f73f75edfc44b132f57b6ed9a1140995c4032af1dc73e9708218985c,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-281cf598b9565628,final/uni-tehran/episode-07.md,episode-07.md,.md,text/markdown,29083,488f950904fb41302cec5d7e5bf8af91f744f82fe7dceb6aca9ea88a96fddc02,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-72bf9e99a1054d21,final/uni-tehran/episode-08.md,episode-08.md,.md,text/markdown,32449,abc11a9b8a492b800c702224ded5f56124c1aed612a2ff7e73be3ef5ee77a324,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-018ce5589ecf3bb5,final/uni-tehran/episode-09.md,episode-09.md,.md,text/markdown,38782,5c7813bda2610651977d749766c66fec714b346d1fd67715a8ce715255b30370,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-7f69ae7dead57ad5,final/uni-tehran/episode-10.md,episode-10.md,.md,text/markdown,21822,1a4b1c2900faa78de3941f1c666e522a002b814b9974132984c41b96bf76cc3e,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-9de621a41bb20a99,final/uni-tehran/episode-11.md,episode-11.md,.md,text/markdown,23117,521aa86d17892318226567e53521f94f5be0b85025b45a824740121a60b8780b,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-ac341518d4fe966b,final/uni-tehran/episode-12.md,episode-12.md,.md,text/markdown,20431,5f5b9cf258d673bc9e9e4b2fda626a16a98b461614ad4ccbd2bdeaa9eed0b9a2,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-8e090f04d15f1f56,final/uni-tehran/episode-13.md,episode-13.md,.md,text/markdown,26215,719c59d891fc97e6084b20a72801b738493197d9182a0cf379f2c5c222e7d641,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-26016a28bcca494f,final/uni-tehran/episode-14.md,episode-14.md,.md,text/markdown,26170,9a4a821184d4c2dc0ee44a76c65a924c887980ffd2ed384cd1a4df728d535195,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-ed26c5da7f5f6f5a,final/uni-tehran/episode-15.md,episode-15.md,.md,text/markdown,31936,50e8bf5d4672e9a214ab617190c6e17ce3a3730be4c2d198b8805ca8e89a23c8,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-6ca16ea3cc28e68a,final/uni-tehran/episode-16.md,episode-16.md,.md,text/markdown,25923,9c60b10f7743c43046196fd5903b35ca537148a192ea18e86a1bfc27caebb8b4,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-a70ecb6d02a868ba,final/uni-tehran/episode-17.md,episode-17.md,.md,text/markdown,32522,8a523808e753e04dd197a5d3aa367ad71f0bb6be5786f87d4a5ad4131f177ded,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-c8a94bb259b52480,final/uni-tehran/episode-18.md,episode-18.md,.md,text/markdown,29329,a504cf9748e272920581af7f903e9da59a6d30a21ec95fcdb53c9678e798d842,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-c42ad66d4f77e245,final/uni-tehran/episode-19.md,episode-19.md,.md,text/markdown,25525,a1320b0df0dfb60e55c231b1a7b769dfa0dab68c5f27f05109880f8d7612eaad,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-69c77d39e21a4cc4,final/uni-tehran/episode-20.md,episode-20.md,.md,text/markdown,21070,c07184716e90f0a77cece87ac5101e8888cf119fcb79ae1b00650e178393dde7,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-7649cbca8d5fc170,final/uni-tehran/episode-21.md,episode-21.md,.md,text/markdown,25381,3674fb35587a6ea659c7ab6569a56b55c4ee145217857d9ceb872c7f8bd2e972,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-a0c15dbd6494c8ba,final/uni-tehran/episode-22.md,episode-22.md,.md,text/markdown,32834,ea8c8bba44c8eee01e6cd1680c03e48175e4a724b2058229da618abc53fbe888,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-e36dcb831f943d80,final/uni-tehran/episode-23.md,episode-23.md,.md,text/markdown,22255,b6a2083f8856dae21ddffd50aa79ee1d969f4ad23cdb2bea222ec7250b9432de,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-cbeb9dbeead81768,final/uni-tehran/episode-24.md,episode-24.md,.md,text/markdown,24722,dcd5f557ffc3fc0631e866ce9e8f4cafb3369e522fff03838d0c5a6e01a7b6d1,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-8ff0fb875f375c29,final/uni-tehran/episode-25.md,episode-25.md,.md,text/markdown,23147,362bb2c60292b3cdfd1db632f2ea522ee07a506e4fd7d14a9692e56ba5cf72b8,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-f95af76b26c34d97,final/uni-tehran/episode-26.md,episode-26.md,.md,text/markdown,30093,a32f223283e322318afe13c0cbf3c31d38dc728ab2d9229266c1920d50b1158d,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد. نام مشابه فقط نامزد بررسی تکرار است و همسانی بایتی ندارد.
SRC-55f6909260bd87f5,final/uni-tehran/episode-27.md,episode-27.md,.md,text/markdown,26146,6527085ffa1e0339f2fe7bbe8d751389a076c9734250a8888308024c82133ad8,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد.
SRC-fca4b1307e69c297,final/uni-tehran/episode-28.md,episode-28.md,.md,text/markdown,22357,11630c439e699aaa626220a0e7dfc41e4ec20d8cc8b5ccc94be1749e6438ea14,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد.
SRC-491142c01d14aea9,final/uni-tehran/episode-29.md,episode-29.md,.md,text/markdown,24266,db3f3064d2aa048c3ec7b115a3e0578a7cb9eb4013a0fd86be25944fd226c6b4,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد.
SRC-e1b18a6975406b10,final/uni-tehran/episode-30.md,episode-30.md,.md,text/markdown,29158,b0444928951fd59192d465974f9472462ea319f697d36f6577cb5210bd5a3082,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد.
SRC-ee169d36d866a55f,final/uni-tehran/episode-31.md,episode-31.md,.md,text/markdown,28925,3e7d9da17b2ba67b6b03dfbe6b623682e6bf49e293500b509317882029ae65c3,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد.
SRC-aced6c1be629d70b,final/uni-tehran/episode-32.md,episode-32.md,.md,text/markdown,24870,9477b5293a1d745420124984802f1bb1b4ebec1694e64bcbe5c8cb2f4427a327,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد.
SRC-2ba7b80588080ac4,final/uni-tehran/episode-33.md,episode-33.md,.md,text/markdown,38683,96162449f7aaaaa7ede618b67cb12d953e7dcc5af95c71d817582ca5aba1ad82,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد.
SRC-7385cf77a306a782,final/uni-tehran/episode-34.md,episode-34.md,.md,text/markdown,42454,bd3237c271cd9c47cf8b677fc3109cd981e3684412aebf65d4fb05774b1c6de6,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد.
SRC-35de5fbb31905676,final/uni-tehran/episode-35.md,episode-35.md,.md,text/markdown,30362,6c14c1ecd5c128042f153faee18744b1693ea1996522b138589009d94faa7942,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد.
SRC-0f11f2a81676da5a,final/uni-tehran/episode-36.md,episode-36.md,.md,text/markdown,19873,35cf424d385ede0eb976678947672ea01db0d0361a4b0e50714918553de6a687,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد.
SRC-8dc6bc7b4e5b1cd3,final/uni-tehran/episode-37.md,episode-37.md,.md,text/markdown,27464,50a24ea9a24e230e403c6525b27e09cf9198d57698446a292cd50da384a3f73f,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد.
SRC-a7409dfeb2885487,final/uni-tehran/episode-38.md,episode-38.md,.md,text/markdown,21812,c1db091156dcc44de4e8591cc34c12d4b2cd7d69a463fcc93aa633441fdf7d64,فایل ماهوی,خوانا,موفق,media,,فارسی,,INSUFFICIENT_METADATA;VIDEO_COUNTERPART_ABSENT,عنوان احتمالی از نخستین سطر معنادار یا نام فایل گرفته شده است. مؤلف به‌طور صریح در نمونه متن شناسایی نشد. این فایل متن ویدیو تلقی شد؛ فایل ویدیویی متناظر در موجودی مخزن یافت نشد.
